ID,Sem Conta Corrente,Conta corrente (<0),Conta corrente (<200),Conta corrente (>=200),Duração do empréstimo (meses),Histórico (Pendências em outros bancos),Histórico (Sem pendências neste banco),Histórico (Pendências honradas),Histórico (Pendências atrasadas),Histórico (Sem pendências),Propósito (Carro novo),Propósito (Carro usado),Propósito (Móveis),Propósito (Telefone),Propósito (Eletrodomésticos),Propósito (Reparos),Propósito (Educação),Propósito (Férias),Propósito (Retrainamento),Propósito (Empresarial),Propósito (Outros),Limite de crédito,Poupança (<100),Poupança (<500),Poupança (>1000),Poupança (<=1000),Poupança (Desconhecido/Sem fundos),Tempo no emprego (Desempregado),Tempo no emprego (<1ano),Tempo no emprego (<4anos),Tempo no emprego (<7anos),Tempo no emprego (>=7anos),Taxa de Juros,Gênero (M =1/F=0),Estado Civil (Solteiro),Fiadores (Sem Fiador),Fiadores (Co-requerente),Fiadores,Tempo de Residência (Anos),Propriedade (Imobiliária),Propriedade (Seguro de vida),Propriedade (Carro),Propriedade (Desconhecido/Sem propriedade),Idade,Plano de parcelamento (Bancário),Plano de parcelamento (Lojas),Plano de parcelamento (Sem plano),Moradia (Aluguel),Moradia (Própria),Moradia (Gratuita),Cartões de Crédito,Grau de Qualificação (Desempregado),Grau de Qualificação (Temporário),Grau de Qualificação (Efetivado),Grau de Qualificação (Gestor),Número de dependentes,Trabalhador estrangeiro,class
439,0,0,1,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,609,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,1,0,0,0,26,0,0,1,0,1,0,1,1,0,0,0,1,1,0
440,0,0,0,1,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1884,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,4,0,0,1,0,39,0,0,1,0,1,0,1,0,0,0,1,1,1,1
441,1,0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1620,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,3,0,1,0,0,30,0,0,1,0,1,0,1,0,0,1,0,1,1,1
442,0,1,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2629,1,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,3,0,0,1,0,29,1,0,0,0,1,0,2,0,0,1,0,1,1,1
443,0,0,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,719,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,4,0,0,1,0,41,1,0,0,0,1,0,1,0,1,0,0,2,1,0
444,0,1,0,0,48,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5096,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,3,0,0,1,0,30,0,0,1,0,1,0,1,0,0,0,1,1,1,0
445,0,0,0,1,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1244,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,4,0,1,0,0,41,0,0,1,1,0,0,2,0,1,0,0,1,1,1
446,1,0,0,0,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1842,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,4,0,0,1,0,34,0,0,1,0,1,0,1,0,0,1,0,1,1,0
447,0,1,0,0,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2576,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,2,1,0,0,0,35,0,0,1,0,1,0,1,0,0,1,0,1,1,1
448,0,0,1,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1424,0,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0,4,1,0,0,0,55,0,0,1,0,1,0,1,0,0,0,1,1,1,1
449,0,1,0,0,15,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1512,0,0,0,1,0,0,0,1,0,0,3,1,0,1,0,0,3,0,1,0,0,61,0,1,0,0,1,0,2,0,0,1,0,1,1,0
450,0,0,0,1,36,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11054,0,0,0,0,1,0,0,1,0,0,4,1,1,1,0,0,2,0,0,1,0,30,0,0,1,0,1,0,1,0,0,0,1,1,1,1
451,0,0,0,1,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,518,1,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,1,1,0,0,0,29,0,0,1,0,1,0,1,0,0,1,0,1,1,1
452,0,0,0,1,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2759,1,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,4,0,1,0,0,34,0,0,1,0,1,0,2,0,0,1,0,1,1,1
453,0,0,0,1,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2670,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,4,0,0,1,0,35,0,0,1,0,1,0,1,0,0,0,1,1,1,1
454,1,0,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4817,1,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,3,0,1,0,0,31,0,0,1,0,1,0,1,0,0,1,0,1,1,0
455,0,0,0,1,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2679,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,1,29,0,0,1,0,1,0,1,0,0,0,1,1,1,1
456,1,0,0,0,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3905,1,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,2,1,0,0,0,36,0,0,1,1,0,0,2,0,0,1,0,2,1,1
457,1,0,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3386,1,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,4,0,0,0,1,35,0,0,1,0,0,1,1,0,0,1,0,1,1,0
458,1,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,343,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,1,0,0,0,27,0,0,1,0,1,0,1,0,0,1,0,1,1,1
459,0,0,0,1,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4594,1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,2,0,0,1,0,32,0,0,1,0,1,0,1,0,0,1,0,1,1,1
460,1,0,0,0,36,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3620,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,2,0,1,0,0,37,0,0,1,0,1,0,1,0,0,1,0,2,1,1
461,1,0,0,0,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1721,1,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,3,1,0,0,0,36,0,0,1,0,1,0,1,0,0,1,0,1,1,1
462,0,1,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3017,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,1,0,0,0,34,0,0,1,1,0,0,1,0,0,0,1,1,1,1
463,0,1,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,754,0,0,0,0,1,0,0,0,0,1,4,1,1,1,0,0,4,0,1,0,0,38,0,0,1,0,1,0,2,0,0,1,0,1,1,1
464,0,0,0,1,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1950,1,0,0,0,0,0,0,0,1,0,4,1,1,1,0,0,1,0,0,1,0,34,0,1,0,0,1,0,2,0,0,1,0,1,1,1
465,1,0,0,0,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2924,1,0,0,0,0,0,0,1,0,0,3,1,1,0,0,1,4,0,0,0,1,63,1,0,0,0,1,0,1,0,0,1,0,2,1,1
466,1,0,0,0,24,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1659,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,2,0,0,1,0,29,0,0,1,1,0,0,1,0,1,0,0,1,1,0
467,0,0,0,1,48,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7238,0,0,0,0,1,0,0,0,0,1,3,1,1,1,0,0,3,0,0,1,0,32,1,0,0,0,1,0,2,0,0,1,0,2,1,1
468,0,0,0,1,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2764,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,26,0,0,1,0,1,0,2,0,0,1,0,1,1,1
469,0,0,0,1,24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4679,1,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,3,0,0,1,0,35,0,0,1,0,1,0,2,0,1,0,0,1,1,1
470,0,1,0,0,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3092,0,1,0,0,0,0,1,0,0,0,3,1,0,1,0,0,2,0,0,1,0,22,0,0,1,1,0,0,1,0,0,1,0,1,1,0
471,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,448,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,4,0,1,0,0,23,0,0,1,0,1,0,1,0,0,1,0,1,1,0
472,1,0,0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,654,1,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,3,0,0,1,0,28,0,0,1,0,1,0,1,0,1,0,0,1,1,0
473,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1238,0,0,0,0,1,1,0,0,0,0,4,1,1,1,0,0,4,0,1,0,0,36,0,0,1,0,1,0,1,0,0,0,1,2,1,1
474,0,1,0,0,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1245,1,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,2,0,0,1,0,33,0,0,1,0,1,0,1,0,0,1,0,1,1,0
475,1,0,0,0,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3114,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,0,1,0,0,26,0,0,1,1,0,0,1,0,0,1,0,1,1,0
476,0,0,0,1,39,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2569,0,0,1,0,0,0,0,1,0,0,4,1,1,1,0,0,4,0,0,1,0,24,0,0,1,0,1,0,1,0,0,1,0,1,1,1
477,0,0,1,0,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5152,1,0,0,0,0,0,0,0,1,0,4,1,1,1,0,0,2,0,0,1,0,25,1,0,0,0,1,0,1,0,0,1,0,1,1,1
478,0,1,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1037,0,1,0,0,0,0,0,0,1,0,3,1,1,1,0,0,4,1,0,0,0,39,0,0,1,0,1,0,1,0,1,0,0,1,1,1
479,1,0,0,0,15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1478,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,4,0,0,1,0,44,0,0,1,0,1,0,2,0,0,1,0,2,1,1
480,0,1,0,0,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3573,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,23,0,0,1,0,1,0,1,0,1,0,0,1,1,1
481,0,1,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1201,1,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,26,0,0,1,0,1,0,1,0,0,1,0,1,1,1
482,1,0,0,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3622,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,4,0,1,0,0,57,0,0,1,1,0,0,2,0,0,1,0,1,1,1
483,0,0,0,1,15,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,960,0,0,0,1,0,0,0,0,1,0,3,0,0,1,0,0,2,0,1,0,0,30,0,0,1,0,1,0,2,0,0,1,0,1,1,1
484,0,0,0,1,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1163,0,0,1,0,0,0,0,1,0,0,4,1,1,1,0,0,4,1,0,0,0,44,0,0,1,0,1,0,1,0,0,1,0,1,1,1
485,0,1,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1209,1,0,0,0,0,1,0,0,0,0,4,1,1,1,0,0,4,0,1,0,0,47,0,0,1,0,1,0,1,0,0,0,1,1,1,0
486,0,0,0,1,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3077,1,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,4,0,0,1,0,52,0,0,1,0,1,0,1,0,0,1,0,1,1,1
487,0,0,0,1,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3757,1,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,62,0,0,1,0,0,1,1,0,0,1,0,1,1,1
488,0,0,0,1,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1418,0,1,0,0,0,0,0,1,0,0,3,1,1,1,0,0,2,1,0,0,0,35,0,0,1,1,0,0,1,0,1,0,0,1,0,1
489,0,0,0,1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3518,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,3,0,1,0,0,26,0,0,1,1,0,0,1,0,0,1,0,1,1,1
490,0,0,0,1,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1934,1,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,2,0,0,0,1,26,0,0,1,0,1,0,2,0,0,1,0,1,1,1
491,0,1,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8318,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,42,0,0,1,0,0,1,2,0,0,0,1,1,1,0
492,0,0,0,1,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1237,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,27,0,0,1,0,1,0,2,0,0,1,0,1,1,1
493,0,1,0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,368,0,0,0,0,1,0,0,0,0,1,4,1,1,1,0,0,4,0,1,0,0,38,0,0,1,0,1,0,1,0,0,1,0,1,1,1
494,1,0,0,0,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2122,1,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0,2,1,0,0,0,39,0,0,1,1,0,0,2,0,1,0,0,2,0,1
495,1,0,0,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2996,0,0,0,0,1,0,0,1,0,0,2,1,0,1,0,0,4,0,0,1,0,20,0,0,1,0,1,0,1,0,0,1,0,1,1,0
496,0,1,0,0,36,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9034,0,1,0,0,0,0,1,0,0,0,4,1,1,0,1,0,1,0,0,0,1,29,0,0,1,1,0,0,1,0,0,0,1,1,1,0
497,0,0,0,1,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1585,1,0,0,0,0,0,0,0,1,0,4,1,1,1,0,0,3,0,1,0,0,40,0,0,1,0,1,0,2,0,0,1,0,1,1,1
498,0,1,0,0,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1301,1,0,0,0,0,0,0,0,0,1,4,1,0,0,0,1,2,1,0,0,0,32,0,0,1,0,1,0,1,0,1,0,0,1,1,1
499,0,0,1,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1323,0,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,4,0,0,1,0,28,0,0,1,0,1,0,2,0,0,1,0,2,1,1
500,1,0,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3123,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,1,0,0,27,0,0,1,0,1,0,1,0,0,1,0,1,1,0
501,1,0,0,0,36,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5493,1,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,4,0,0,0,1,42,0,0,1,0,0,1,1,0,0,1,0,2,1,1
502,0,0,1,0,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1126,0,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,4,1,0,0,0,49,0,0,1,0,1,0,1,0,0,1,0,1,1,1
503,0,1,0,0,24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1216,0,1,0,0,0,0,1,0,0,0,4,1,1,1,0,0,4,0,0,0,1,38,1,0,0,0,1,0,2,0,0,1,0,2,1,0
504,1,0,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1207,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,4,0,1,0,0,24,0,0,1,1,0,0,1,0,0,1,0,1,1,0
505,0,0,0,1,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1309,0,0,0,0,1,0,0,1,0,0,4,1,1,0,0,1,4,0,1,0,0,27,0,0,1,0,1,0,1,0,1,0,0,1,1,0
506,0,0,1,0,15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2360,0,0,1,0,0,0,0,1,0,0,2,1,1,1,0,0,2,0,0,1,0,36,0,0,1,0,1,0,1,0,0,1,0,1,1,1
507,0,1,0,0,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6850,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,2,0,1,0,0,34,0,0,1,0,1,0,1,0,0,0,1,2,1,0
508,0,0,0,1,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1413,1,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,2,0,1,0,0,28,0,0,1,0,1,0,1,0,0,1,0,1,1,1
509,0,0,0,1,39,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8588,0,1,0,0,0,0,0,0,0,1,4,1,1,1,0,0,2,0,0,1,0,45,0,0,1,0,1,0,1,0,0,0,1,1,1,1
510,1,0,0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,759,1,0,0,0,0,0,0,0,1,0,4,1,1,1,0,0,2,1,0,0,0,26,0,0,1,0,1,0,1,0,0,1,0,1,1,0
511,0,0,0,1,36,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4686,1,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,2,0,0,0,1,32,0,0,1,0,0,1,1,0,0,0,1,1,1,1
512,0,0,1,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2687,1,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,4,0,1,0,0,26,0,0,1,1,0,0,1,0,0,1,0,1,1,1
513,0,1,0,0,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,585,1,0,0,0,0,0,0,1,0,0,4,1,0,0,1,0,4,1,0,0,0,20,0,0,1,1,0,0,2,0,0,1,0,1,1,1
514,0,0,0,1,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2255,0,0,0,0,1,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,54,0,0,1,0,1,0,1,0,0,1,0,1,1,1
515,1,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,609,1,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,3,0,1,0,0,37,0,0,1,0,1,0,2,0,0,1,0,1,0,1
516,1,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1361,1,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,4,1,0,0,0,40,0,0,1,0,1,0,1,0,1,0,0,2,0,1
517,0,0,0,1,36,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7127,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,4,0,1,0,0,23,0,0,1,1,0,0,2,0,0,1,0,1,1,0
518,1,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1203,0,1,0,0,0,0,0,0,0,1,3,1,1,1,0,0,2,0,1,0,0,43,0,0,1,0,1,0,1,0,0,1,0,1,1,1
519,0,0,0,1,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,700,0,0,0,0,1,0,0,0,0,1,4,1,1,1,0,0,4,0,0,0,1,36,0,0,1,0,0,1,2,0,0,1,0,1,1,1
520,0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5507,1,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,4,0,0,0,1,44,0,0,1,0,0,1,2,0,0,1,0,1,1,1
521,1,0,0,0,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3190,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,1,0,0,0,24,0,0,1,0,1,0,1,0,0,1,0,1,1,0
522,1,0,0,0,48,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7119,1,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0,4,0,0,0,1,53,0,0,1,0,0,1,2,0,0,1,0,2,1,0
523,0,0,0,1,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3488,0,1,0,0,0,0,0,0,1,0,3,0,0,1,0,0,4,0,0,1,0,23,0,0,1,0,1,0,1,0,0,1,0,1,1,1
524,0,1,0,0,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1113,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,4,1,0,0,0,26,0,0,1,0,1,0,1,0,1,0,0,2,1,1
525,0,1,0,0,26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7966,1,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,3,0,0,1,0,30,0,0,1,0,1,0,2,0,0,1,0,1,1,1
526,0,0,0,1,15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1532,0,1,0,0,0,0,0,1,0,0,4,0,0,1,0,0,3,0,0,1,0,31,0,0,1,0,1,0,1,0,0,1,0,1,1,1
527,0,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1503,1,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,1,1,0,0,0,42,0,0,1,0,1,0,2,0,1,0,0,2,1,1
528,1,0,0,0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2302,1,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,4,0,0,1,0,31,0,0,1,1,0,0,1,0,0,1,0,1,1,0
529,1,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,662,1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,4,1,0,0,0,41,0,0,1,0,1,0,1,0,1,0,0,2,1,1
530,0,1,0,0,36,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2273,1,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,1,0,0,1,0,32,0,0,1,0,1,0,2,0,0,1,0,2,1,1
531,0,1,0,0,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2631,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,4,0,0,1,0,28,0,0,1,1,0,0,2,0,0,1,0,1,1,0
532,0,0,0,1,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1503,1,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,4,1,0,0,0,41,0,0,1,1,0,0,1,0,0,1,0,1,1,1
533,0,0,0,1,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1311,0,1,0,0,0,0,0,0,1,0,4,1,0,1,0,0,3,0,1,0,0,26,0,0,1,0,1,0,1,0,0,1,0,1,1,1
534,0,0,0,1,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3105,0,0,0,0,1,0,1,0,0,0,4,1,1,1,0,0,2,0,0,1,0,25,0,0,1,0,1,0,2,0,0,1,0,1,1,1
535,0,0,1,0,21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2319,1,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,1,0,0,1,0,33,0,0,1,1,0,0,1,0,0,1,0,1,1,0
536,1,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1374,0,0,0,0,1,1,0,0,0,0,4,0,0,1,0,0,3,0,1,0,0,75,0,0,1,0,1,0,1,0,0,0,1,1,1,1
537,0,1,0,0,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3612,1,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,4,0,1,0,0,37,0,0,1,0,1,0,1,0,0,1,0,1,1,1
538,1,0,0,0,48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7763,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,4,0,0,0,1,42,1,0,0,0,0,1,1,0,0,0,1,1,1,0
539,0,0,1,0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3049,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,45,0,1,0,0,1,0,1,0,1,0,0,1,1,1
540,0,1,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1534,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,23,0,0,1,1,0,0,1,0,0,1,0,1,1,0
541,0,0,0,1,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2032,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,4,0,0,0,1,60,0,0,1,0,0,1,2,0,0,1,0,1,1,1
542,1,0,0,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6350,0,0,0,0,1,0,0,0,0,1,4,1,1,1,0,0,4,0,1,0,0,31,0,0,1,0,1,0,1,0,0,1,0,1,1,0
543,0,0,1,0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2864,1,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,1,1,0,0,0,34,0,0,1,0,1,0,1,0,1,0,0,2,1,0
544,0,0,0,1,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1255,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,4,1,0,0,0,61,0,0,1,0,1,0,2,0,1,0,0,1,1,1
545,1,0,0,0,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1333,1,0,0,0,0,1,0,0,0,0,4,1,1,1,0,0,2,1,0,0,0,43,0,0,1,0,0,1,2,0,0,1,0,2,1,0
546,0,0,0,1,24,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2022,1,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,4,0,0,1,0,37,0,0,1,0,1,0,1,0,0,1,0,1,1,1
547,0,0,0,1,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1552,1,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,1,0,0,1,0,32,1,0,0,0,1,0,1,0,0,1,0,2,1,1
548,1,0,0,0,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,626,1,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,4,1,0,0,0,24,1,0,0,0,1,0,1,0,1,0,0,1,1,0
549,0,0,0,1,48,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8858,0,0,0,0,1,0,0,0,1,0,2,1,1,1,0,0,1,0,0,0,1,35,0,0,1,0,0,1,2,0,0,1,0,1,1,1
